Token ID	Token	Lemma	POS	Chinese Token	POS ZH	BN Synset	Correct?	Synonyms?	BN Gloss	Token ID ZH	Annotator notes	Chinese Token - BN Synset	Chinese Token - BN Gloss	English Lemma - WN Synsets	English Lemma - WN Glosses	English Lemma - BN Synsets	English Lemma - BN Glosses	Add Annotation	ZH Token-BN Synset	ZH Token-BN Gloss
d001.s033.t010	of		X	为	VC					z001.s033.t011										
d001.s033.t011	12.1		X	12.1	CD					z001.s033.t012										
d001.s033.t012	months	month	N	月	NN	bn:00055794n	1	1	A time unit of approximately 30 days	z001.s033.t014										
d001.s033.t013	,		X	，	PU					z001.s033.t015										
d001.s033.t014	compared	compare	V	而	CC	bn:00085450v	1	1	Examine and note the similarities or differences of	z001.s033.t016										
d001.s033.t015	with		X	n/a																
d001.s033.t016	9.3		X	9.3	CD					z001.s033.t026										
d001.s033.t017	months	month	N	月	NN	bn:00055794n	1	1	A time unit of approximately 30 days	z001.s033.t028										
d001.s033.t018	in		X	n/a																
d001.s033.t019	those		X	患者	NN					z001.s033.t022										
d001.s033.t020	receiving	receive	V	接受	VV					z001.s033.t018										
d001.s033.t021	cisplatin	cisplatin	N	顺铂	NN	bn:00577781n	1	1	Cisplatin is a chemotherapy medication used to treat a number of cancers.	z001.s033.t019										
d001.s033.t022	alone	alone	R	治疗	NN	bn:00114235r	1	0	Without anybody else or anything else	z001.s033.t020										
d001.s033.t023	.		X	。	PU					z001.s033.t029										
d001.s034.t001	In		X	在	P					z001.s034.t001										
d001.s034.t002	the		X	n/a																
d001.s034.t003	treatment	treatment	N	治疗	VV	bn:00047235n	1	1	Care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury)	z001.s034.t002										
d001.s034.t004	of		X	n/a																
d001.s034.t005	patients	patient	N	患者	NN	bn:00061017n	1	1	A person who requires medical care	z001.s034.t007										
d001.s034.t006	with		X	n/a																
d001.s034.t007	non-small	non-small	J	非➕小➕肺癌	JJ➕NN					z001.s034.t003➕z001.s034.t004➕z001.s034.t006										
d001.s034.t008	cell	cell	N	细胞	NN	bn:00017027n	1	1	(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals	z001.s034.t005										
d001.s034.t009	lung	lung	N	肺癌	NN	bn:00052341n	1	0	Either of two saclike respiratory organs in the chest of vertebrates; serves to remove carbon dioxide and provide oxygen to the blood	z001.s034.t006										
d001.s034.t010	cancer	cancer	N	肺癌	NN	bn:00015180n	1	0	Any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream	z001.s034.t006										
d001.s034.t011	,		X	，	PU					z001.s034.t009										
d001.s034.t012	Alimta	alimta	N	Alimta	NR	bn:00602447n	1	1	Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	z001.s034.t010										
d001.s034.t013	was	be	V	与	P					z001.s034.t011										
d001.s034.t014	as	as	R	一样	AD	bn:00114354r	1	0	To the same degree (often followed by `as')	z001.s034.t014										
d001.s034.t015	effective	effective	J	有效	VA	bn:00102038a	1	1	Producing or capable of producing an intended result or having a striking effect-LewisMumford	z001.s034.t015										
d001.s034.t016	as	as	R	与	P	bn:00114354r	1	0	To the same degree (often followed by `as')	z001.s034.t011										
d001.s034.t017	the		X	n/a																
d001.s034.t018	comparators	comparator	N	对照➕药物	JJ➕NN					z001.s034.t012➕z001.s034.t013										
d001.s034.t019	.		X	。	PU					z001.s034.t016										
d001.s035.t001	In		X	对于	P					z001.s035.t001										
d001.s035.t002	patients	patient	N	患者	NN	bn:00061017n	1	1	A person who requires medical care	z001.s035.t007										
d001.s035.t003	who		X	的	DEC					z001.s035.t006										
d001.s035.t004	had	have	V	过	AS					z001.s035.t004										
d001.s035.t005	received	receive	V	接受	VV	bn:00087863v	1	1	Go through (mental or physical states or experiences)	z001.s035.t003										
d001.s035.t006	chemotherapy	chemotherapy	N	化疗	NN	bn:00018141n	1	1	The use of chemical agents to treat or control disease (or mental illness)	z001.s035.t005										
d001.s035.t007	in		X	n/a																
d001.s035.t008	the		X	n/a																
d001.s035.t009	past	past	N	过去	NT	bn:00060927n	1	1	The time that has elapsed	z001.s035.t002										
d001.s035.t010	,		X	，	PU					z001.s035.t008										
d001.s035.t011	the		X	n/a																
d001.s035.t012	average	average	J	平均	JJ	bn:00097854a	1	1	Approximating the statistical norm or average or expected value	z001.s035.t013										
d001.s035.t013	survival	survival	N	生存期	NN	bn:00030811n	1	0	A state of surviving; remaining alive	z001.s035.t014										
d001.s035.t014	time	time	N	生存期	NN	bn:00077268n	1	0	An indefinite period (usually marked by specific attributes or activities)	z001.s035.t014										
d001.s035.t015	was	be	V	为	VC					z001.s035.t015										
d001.s035.t016	8.3		X	8.3	CD					z001.s035.t016										
d001.s035.t017	months	month	N	月	NN	bn:00055794n	1	1	A time unit of approximately 30 days	z001.s035.t018										
d001.s035.t018	with		X	使用	VV					z001.s035.t009										
d001.s035.t019	Alimta	alimta	N	Alimta	NR	bn:00602447n	1	1	Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	z001.s035.t010										
d001.s035.t020	,		X	，➕。	PU					z001.s035.t019➕z001.s035.t031										
d001.s035.t021	compared	compare	V	n/a		bn:00085450v	1	0	Examine and note the similarities or differences of		Chinese Token missing									
d001.s035.t022	with		X	而	CC					z001.s035.t020										
d001.s035.t023	7.9		X	7.9	CD					z001.s035.t028										
d001.s035.t024	months	month	N	月	NN	bn:00055794n	1	1	A time unit of approximately 30 days	z001.s035.t030										
d001.s035.t025	with		X	使用	VV					z001.s035.t021										
d001.s035.t026	docetaxel	docetaxel	N	多西他赛	NR	bn:01537207n	1	1	Docetaxel, sold under the brand name Taxotere among others, is a chemotherapy medication used to treat a number of types of cancer.	z001.s035.t022										
d001.s035.t027	.		X	，➕。	PU					z001.s035.t019➕z001.s035.t031										
d001.s036.t001	In		X	对于	P					z001.s036.t001										
d001.s036.t002	patients	patient	N	患者	NN	bn:00061017n	1	1	A person who requires medical care	z001.s036.t008										
d001.s036.t003	who		X	的	DEC					z001.s036.t007										
d001.s036.t004	had	have	V	过	AS					z001.s036.t005										
d001.s036.t005	not	not	R	未	AD	bn:00116360r	1	1	Negation of a word or group of words	z001.s036.t003										
d001.s036.t006	received	receive	V	接受	VV	bn:00087863v	1	1	Go through (mental or physical states or experiences)	z001.s036.t004										
d001.s036.t007	chemotherapy	chemotherapy	N	化疗	NN	bn:00018141n	1	1	The use of chemical agents to treat or control disease (or mental illness)	z001.s036.t006										
d001.s036.t008	in		X	n/a																
d001.s036.t009	the		X	n/a																
d001.s036.t010	past	past	N	既往	AD	bn:00060927n	1	1	The time that has elapsed	z001.s036.t002										
d001.s036.t011	,		X	，	PU					z001.s036.t009										
d001.s036.t012	the		X	n/a																
d001.s036.t013	average	average	J	平均	JJ	bn:00097854a	1	1	Approximating the statistical norm or average or expected value	z001.s036.t012										
d001.s036.t014	survival	survival	N	生存期	NN	bn:00030811n	1	0	A state of surviving; remaining alive	z001.s036.t013										
d001.s036.t015	time	time	N	生存期	NN	bn:00077268n	1	0	An indefinite period (usually marked by specific attributes or activities)	z001.s036.t013										
d001.s036.t016	was	be	V	为	VC					z001.s036.t015										
d001.s036.t017	10.3		X	10.3	CD					z001.s036.t016										
d001.s036.t018	months	month	N	月	NN	bn:00055794n	1	1	A time unit of approximately 30 days	z001.s036.t018										
d001.s036.t019	in		X	n/a																
d001.s036.t020	both		X	两	CD					z001.s036.t010										
d001.s036.t021	groups	group	N	组	M	bn:00041942n	1	1	Any number of entities (members) considered as a unit	z001.s036.t011										
d001.s036.t022	.		X	。	PU					z001.s036.t019										
d001.s037.t001	However	however	R	然而	AD	bn:00114627r	1	1	(contrastive) from another point of view	z001.s037.t001										
d001.s037.t002	,		X	，	PU					z001.s037.t002										
d001.s037.t003	in		X	在	P					z001.s037.t003										
d001.s037.t004	both		X	两	CD					z001.s037.t005										
d001.s037.t005	studies	study	N	研究	NN	bn:00074790n	1	1	A detailed critical inspection	z001.s037.t007										
d001.s037.t006	,		X	，	PU					z001.s037.t009										
d001.s037.t007	patients	patient	N	患者	NN	bn:00061017n	1	1	A person who requires medical care	z001.s037.t019										
d001.s037.t008	whose		X	对于	P					z001.s037.t010										
d001.s037.t009	cancer	cancer	N	癌症	NN	bn:00015180n	1	1	Any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream	z001.s037.t011										
d001.s037.t010	was	be	V	n/a																
d001.s037.t011	not	not	R	未	AD	bn:00116360r	1	1	Negation of a word or group of words	z001.s037.t012										
d001.s037.t012	affecting	affect	V	影响➕到	VV	bn:00082427v	1	1	Act physically on; have an effect upon	z001.s037.t013➕z001.s037.t014										
d001.s037.t013	squamous	squamous	J	鳞	NN					z001.s037.t015										
d001.s037.t014	cells	cell	N	细胞	NN	bn:00017027n	1	1	(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals	z001.s037.t017										
d001.s037.t015	had	have	V	n/a		bn:00088078v	1	0	Have as a feature		Chinese token missing									
d001.s037.t016	longer	long	J	长	VA	bn:00106124a	1	1	Primarily temporal sense; being or indicating a relatively great or greater than average duration or passage of time or a duration as specified	z001.s037.t036										
d001.s037.t017	survival	survival	N	存活	NN	bn:00030811n	1	1	A state of surviving; remaining alive	z001.s037.t033										
d001.s037.t018	times	time	N	时间	NN	bn:00077268n	1	1	An indefinite period (usually marked by specific attributes or activities)	z001.s037.t034										
d001.s037.t019	if		X	n/a																
d001.s037.t020	they		X	接受	VV					z001.s037.t021										
d001.s037.t021	received	receive	V	接受	VV					z001.s037.t027										
d001.s037.t022	Alimta	alimta	N	Alimta	NR	bn:00602447n	1	1	Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	z001.s037.t022										
d001.s037.t023	than		X	比	P					z001.s037.t026										
d001.s037.t024	if		X	n/a																
d001.s037.t025	they		X	患者	NN					z001.s037.t032										
d001.s037.t026	received	receive	V	接受	VV					z001.s037.t021										
d001.s037.t027	the		X	n/a																
d001.s037.t028	comparator	comparator	N	n/a																
d001.s037.t029	.		X	，➕。	PU					z001.s037.t020➕z001.s037.t037										
d001.s038.t001	In		X	相反	AD					z001.s038.t001										
d001.s038.t002	contrast	contrast	N	相反	AD	bn:00022261n	1	1	"""The opposition or dissimilarity of things that are compared, """"by contrast"""""""	z001.s038.t001										
d001.s038.t003	,		X	，	PU					z001.s038.t002										
d001.s038.t004	patients	patient	N	患者	NN	bn:00061017n	1	1	A person who requires medical care	z001.s038.t009										
d001.s038.t005	whose		X	n/a																
d001.s038.t006	cancer	cancer	N	癌症	NN	bn:00015180n	1	1	Any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream	z001.s038.t003										
d001.s038.t007	was	be	V	影响	VV					z001.s038.t004										
d001.s038.t008	affecting	affect	V	影响	VV	bn:00082427v	1	！	Act physically on; have an effect upon	z001.s038.t004										
d001.s038.t009	squamous	squamous	J	鳞➕状	NN					z001.s038.t005➕z001.s038.t006										
d001.s038.t010	cells	cell	N	细胞➕的	NN➕DEC	bn:00017027n	1	1	(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals	z001.s038.t007➕z001.s038.t008										
d001.s038.t011	had	have	V	n/a		bn:00088078v	1	0	Have as a feature		Chinese token missing 									
d001.s038.t012	shorter	short	J	较➕短	AD➕VA	bn:00110561a	1	1	Primarily temporal sense; indicating or being or seeming to be limited in duration	z001.s038.t017➕z001.s038.t018										
d001.s038.t013	survival	survival	N	存活	NN	bn:00030811n	1	1	A state of surviving; remaining alive	z001.s038.t015										
d001.s038.t014	times	time	N	时间	NN	bn:00077268n	1	1	An indefinite period (usually marked by specific attributes or activities)	z001.s038.t016										
d001.s038.t015	if		X	如果	CS					z001.s038.t010										
d001.s038.t016	they		X	接受	VV					z001.s038.t011										
d001.s038.t017	received	receive	V	接受	VV					z001.s038.t011										
d001.s038.t018	Alimta	alimta	N	Alimta	NR	bn:00602447n	1	1	Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	z001.s038.t012										
d001.s038.t019	.		X	。	PU					z001.s038.t019										
d002.s001.t001	kalgebra	kalgebra	N	kalgebra	NR	bn:08534138n				z002.s001.t001										
d002.s001.t002	is	be	V	是	VC					z002.s001.t002										
d002.s001.t003	a		X	一个	CD					z002.s001.t003										
d002.s001.t004	mathematical	mathematical	J	基于➕数学➕计算器	P➕NN➕NN	bn:00106488a	1	0	Of or pertaining to or of the nature of mathematics	z002.s001.t004➕z002.s001.t010➕z002.s001.t011	Second word matched 									
d002.s001.t005	calculator	calculator	N	计算器	NN	bn:00946167n	0	1		z002.s001.t011									bn:00014687n;bn:03466887n;bn:04094036n	A small machine that is used for mathematical calculations;Windows Calculator is a software calculator developed by Microsoft and included in Windows.;Type of tool
d002.s001.t006	based	base	V	基于	P	bn:00083141v	1	1	Use as a basis for; found on	z002.s001.t004										
d002.s001.t007	on		X	n/a																
d002.s001.t008	content	content	J	内容	NN					z002.s001.t005										
d002.s001.t009	markup	markup	N	标记	NN	bn:00053491n	1	1	Detailed stylistic instructions for typesetting something that is to be printed; manual markup is usually written on the copy (e.g. underlining words that are to be set in italics)	z002.s001.t006										
d002.s001.t010	MathML	mathml	N	MathML	NR	bn:03313895n	1	1	Mathematical Markup Language is a mathematical markup language, an application of XML for describing mathematical notations and capturing both its structure and content. It aims at integrating mathematical formulae into World Wide Web pages and other documents.	z002.s001.t007										
