Token ID	Token	Lemma	POS	Gold Senses	Silver Senses	Filtered Senses	Gold Gloss	Silver Gloss	Filtered Sense
d003.s017.t017	privado	privado	J	bn:00107509a	bn:01861730n	bn:01861730n	Not invested with or related to prominent position or status etc.	The private sector is the part of the economy, sometimes referred to as the citizen sector, which is owned by private groups, usually as a means of establishment for profit or non profit, rather than being owned by the government.	bn:01861730n
d003.s017.t018	para		X						
d003.s017.t019	combatir	combatir	V	bn:00083173v					
d003.s017.t020	estas		X						
d003.s017.t021	limitaciones	limitación	N	bn:00051252n	bn:00008714n				
d003.s017.t022	,		X						
d003.s017.t023	especialmente	especialmente	R	bn:00115235r	bn:00115235r	bn:00115235r			bn:00115235r
d003.s017.t024	en relación con		X						
d003.s017.t025	los		X						
d003.s017.t026	trabajadores	trabajador	N	bn:00030618n	bn:00081593n	bn:00081593n	A worker who is hired to perform a job	A person who works at a specific occupation	bn:00081593n
d003.s017.t027	mayores	grande	J		bn:00096644a				
d003.s017.t028	.		X						
d003.s018.t001	El		X						
d003.s018.t002	proyecto	proyecto	N	bn:00049573n	bn:00064665n	bn:00064665n	Any piece of work that is undertaken or attempted	A planned undertaking	bn:00064665n
d003.s018.t003	,		X						
d003.s018.t004	que		X						
d003.s018.t005	busca	buscar	V	bn:00090460v	bn:00090460v	bn:00090460v			bn:00090460v
d003.s018.t006	alternativas	alternativa	N	bn:00003132n	bn:00003132n	bn:00003132n			bn:00003132n
d003.s018.t007	a		X						
d003.s018.t008	la		X						
d003.s018.t009	jubilación	jubilación	N	bn:00061406n	bn:00067456n	bn:00067456n	A regular payment to a person that is intended to allow them to subsist without working	The state of being retired from one's business or occupation	bn:00067456n
d003.s018.t010	anticipada	anticipado	J		bn:00101935a				
d003.s018.t011	y		X						
d003.s018.t012	al		X						
d003.s018.t013	despido	despido	N	bn:00027476n					
d003.s018.t014	,		X						
d003.s018.t015	se		X						
d003.s018.t016	ocupa	ocupar	V	bn:00084317v	bn:00083240v				
d003.s018.t017	ante		X						
d003.s018.t018	todo		X						
d003.s018.t019	de		X						
d003.s018.t020	la		X						
d003.s018.t021	retención	retención	N		bn:00044396n	bn:00044396n			bn:00044396n
d003.s018.t022	,		X						
d003.s018.t023	la		X						
d003.s018.t024	reintegración	reintegración	N		bn:00092717v				
d003.s018.t025	y		X						
d003.s018.t026	la		X						
d003.s018.t027	reconversión	reconversión	N		bn:00092953v				
d003.s018.t028	profesional	profesional	J	bn:00109069a					
d003.s018.t029	de		X						
d003.s018.t030	los		X						
d003.s018.t031	trabajadores	trabajador	N	bn:00030618n	bn:00081593n	bn:00081593n	A worker who is hired to perform a job	A person who works at a specific occupation	bn:00081593n
d003.s018.t032	mayores	grande	J		bn:00096644a				
d003.s018.t033	.		X						
d003.s019.t001	Estudia	estudiar	V	bn:00082596v	bn:00082596v	bn:00082596v			bn:00082596v
d003.s019.t002	asimismo	asimismo	R	bn:00114246r					
d003.s019.t003	liasta	liasta	N						
d003.s019.t004	qué		X						
d003.s019.t005	punto	punto	N	bn:00006383n					
d003.s019.t006	influyen	influir	V	bn:00082304v	bn:00082868v				
d003.s019.t007	el		X						
d003.s019.t008	sexo	sexo	N	bn:00037634n	bn:00037634n	bn:00037634n			bn:00037634n
d003.s019.t009	y		X						
d003.s019.t010	la		X						
d003.s019.t011	raza	raza	N	bn:00065800n	bn:00007781n				
d003.s019.t012	de		X						
d003.s019.t013	los		X						
d003.s019.t014	trabajadores	trabajador	N	bn:00030618n	bn:00081593n	bn:00081593n	A worker who is hired to perform a job	A person who works at a specific occupation	bn:00081593n
d003.s019.t015	en		X						
d003.s019.t016	la		X						
d003.s019.t017	discriminación	discriminación	N	bn:00027538n	bn:00027538n	bn:00027538n			bn:00027538n
d003.s019.t018	por		X						
d003.s019.t019	razón	razón	N	bn:00016851n					
d003.s019.t020	de		X						
d003.s019.t021	la		X						
d003.s019.t022	edad	edad	N	bn:00001936n	bn:00001957n	bn:00001957n	How long something has existed	Discrimination against middle-aged and elderly people	bn:00001957n
d003.s019.t023	.		X						
d003.s020.t001	El		X						
d003.s020.t002	proyecto	proyecto	N	bn:00064665n	bn:00064665n	bn:00064665n			bn:00064665n
d003.s020.t003	tiene	tener	V	bn:00083239v					
d003.s020.t004	en		X						
d003.s020.t005	cuenta	cuenta	N						
d003.s020.t006	,		X						
d003.s020.t007	por		X						
d003.s020.t008	otra		X						
d003.s020.t009	paite	paite	N						
d003.s020.t010	,		X						
d003.s020.t011	las		X						
d003.s020.t012	iniciativas	iniciativa	N	bn:00034797n					
d003.s020.t013	para		X						
d003.s020.t014	luchar	luchar	V	bn:00086455v					
d003.s020.t015	contra		X						
d003.s020.t016	esta		X		bn:00001957n				
d003.s020.t017	clase	clase	N	bn:00035907n					
d003.s020.t018	de		X						
d003.s020.t019	discriminación	discriminación	N	bn:00027538n	bn:00027538n	bn:00027538n			bn:00027538n
d003.s020.t020	en		X						
d003.s020.t021	las		X						
d003.s020.t022	zonas	zona	N	bn:00023237n	bn:00005513n	bn:00005513n	An area outside of cities and towns	A particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography)	bn:00005513n
d003.s020.t023	rurales	rural	J	bn:00109997a	bn:00023237n	bn:00023237n	Living in or characteristic of farming or country life	An area outside of cities and towns	bn:00023237n
d003.s020.t024	y		X						
d003.s020.t025	en		X						
d003.s020.t026	las		X						
d003.s020.t027	pequeñas	pequeño	J	bn:03169699n	bn:03169699n	bn:03169699n			bn:03169699n
d003.s020.t028	y		X						
d003.s020.t029	medianas	mediano	J	bn:00097857a					
d003.s020.t030	empresas	empresa	N	bn:00014136n					
d003.s020.t031	.		X						
d003.s021.t001	Siete		X						
d003.s021.t002	Estados	estado	N	bn:00208447n	bn:00011771n	bn:00011771n	The European Union is a political and economic union of 27 member states that are signatories to the founding treaties of the union and thereby share in the privileges and obligations of membership.	(sports) the chief official (as in boxing or American football) who is expected to ensure fair play	bn:00011771n
d003.s021.t003	miembros	miembro	N	bn:00054276n	bn:02197666n	bn:02197666n	Anything that belongs to a set or class	A member state is a state that is a member of an international organization or of a federation or confederation.	bn:02197666n
d003.s021.t004	se		X						
d003.s021.t005	incluyen	incluir	V	bn:00085499v	bn:00085497v				
d003.s021.t006	en		X						
d003.s021.t007	el		X						
d003.s021.t008	proyecto	proyecto	N	bn:00049573n	bn:00064665n	bn:00064665n	Any piece of work that is undertaken or attempted	A planned undertaking	bn:00064665n
d003.s021.t009	:		X						
d003.s021.t010	Alemania	alemania	N	bn:00026684n	bn:00026684n				
d003.s021.t011	,		X						
d003.s021.t012	Bélgica	bélgica	N	bn:00009714n	bn:00044423n				
d003.s021.t013	,		X						
d003.s021.t014	Francia	francia	N	bn:00036202n	bn:00036202n				
d003.s021.t015	,		X						
d003.s021.t016	Grecia	grecia	N	bn:00030401n	bn:00030401n				
d003.s021.t017	,		X						
d003.s021.t018	Italia	italia	N	bn:00047705n	bn:00047705n				
d003.s021.t019	,		X						
d003.s021.t020	Países Bajos	países~bajos	N	bn:00044423n					
d003.s021.t021	y		X						
d003.s021.t022	Reino Unido	reino~unido	N	bn:00013173n	bn:00049168n				
d003.s021.t023	.		X						
d004.s003.t001	¿Qué	¿qué	R						
d004.s003.t002	es	ser	V						
d004.s003.t003	Cerenia	cerenia	N	bn:00923812n	bn:00923812n	bn:00923812n			bn:00923812n
d004.s003.t004	?		X						
d004.s004.t001	Cerenia	cerenia	N	bn:00923812n	bn:00923812n	bn:00923812n			bn:00923812n
d004.s004.t002	contiene	contener	V	bn:00085499v	bn:00085499v	bn:00085499v			bn:00085499v
d004.s004.t003	el		X						
d004.s004.t004	principio	principio	N	bn:00377649n	bn:00074985n				
d004.s004.t005	activo	activo	J	bn:00096387a	bn:00377649n	bn:00377649n	Exerting influence or producing a change or effect	An active ingredient is the ingredient in a pharmaceutical drug or pesticide that is biologically active.	bn:00377649n
d004.s004.t006	maropitant	maropitant	N	bn:00923812n	bn:00923812n	bn:00923812n			bn:00923812n
d004.s004.t007	y		X						
d004.s004.t008	se		X						
d004.s004.t009	presenta	presentar	V	bn:00087013v	bn:00097846a				
d004.s004.t010	en		X						
d004.s004.t011	forma	forma	N	bn:00016529n					
d004.s004.t012	de		X						
d004.s004.t013	comprimidos	comprimir	V		bn:00046787n				
d004.s004.t014	o		X						
d004.s004.t015	de		X						
d004.s004.t016	solución	solución	N	bn:00072760n	bn:00072760n	bn:00072760n			bn:00072760n
d004.s004.t017	inyectables	inyectables	J						
d004.s004.t018	.		X						
d004.s005.t001	Los		X						
d004.s005.t002	comprimidos	comprimir	V		bn:00052222n				
d004.s005.t003	son	ser	V						
d004.s005.t004	de		X						
d004.s005.t005	color	color	N	bn:00059250n					
d004.s005.t006	naranja	naranja	N	bn:00059250n					
d004.s005.t007	claro	claro	J	bn:00105938a					
d004.s005.t008	y		X						
d004.s005.t009	tienen	tener	V	bn:00088078v	bn:00088078v	bn:00088078v			bn:00088078v
d004.s005.t010	una		X						
d004.s005.t011	ranura	ranura	N	bn:00057631n	bn:00023645n				
d004.s005.t012	en		X						
d004.s005.t013	ambas		X						
d004.s005.t014	caras	cara	N	bn:00032604n	bn:00032604n	bn:00032604n			bn:00032604n
d004.s005.t015	,		X		bn:00117049r				
d004.s005.t016	lo		X						
d004.s005.t017	que		X						
d004.s005.t018	permite	permitir	V	bn:00082536v					
d004.s005.t019	dividirlos	dividir	V	bn:00084611v	bn:00089157v	bn:00089157v	Separate into parts or portions	Divide by two; divide into halves	bn:00089157v
d004.s005.t020	por		X						
d004.s005.t021	la		X						
d004.s005.t022	mitad	mitad	N	bn:00042601n					
d004.s005.t023	.		X						
d004.s006.t001	Cada		X						
d004.s006.t002	comprimido	comprimido	N	bn:00052222n	bn:00052222n	bn:00052222n			bn:00052222n
d004.s006.t003	va	ir	V						
d004.s006.t004	marcado	marcar	V	bn:00090660v	bn:00090663v	bn:00090663v	Make or leave a mark on	Make small marks into the surface of	bn:00090663v
d004.s006.t005	con		X						
d004.s006.t006	el		X						
d004.s006.t007	logo	logo	N	bn:00051872n	bn:00051872n	bn:00051872n			bn:00051872n
d004.s006.t008	Pfizer	pfizer	N	bn:03463336n	bn:03463336n	bn:03463336n			bn:03463336n
d004.s006.t009	en		X						
d004.s006.t010	una		X						
d004.s006.t011	cara	cara	N	bn:00032604n	bn:00032604n	bn:00032604n			bn:00032604n
d004.s006.t012	y		X						
d004.s006.t013	las		X						
d004.s006.t014	letras	letra	N	bn:00003057n	bn:00003057n	bn:00003057n			bn:00003057n
d004.s006.t015	MPT	mpt	N						
d004.s006.t016	y		X						
d004.s006.t017	la		X						
d004.s006.t018	cantidad	cantidad	N	bn:00003602n					
d004.s006.t019	de		X						
d004.s006.t020	maropitant	maropitant	N	bn:00923812n	bn:00923812n	bn:00923812n			bn:00923812n
d004.s006.t021	en		X						
d004.s006.t022	la		X						
d004.s006.t023	otra		X		bn:00108011a				
d004.s006.t024	.		X						
d004.s007.t001	¿Para	¿para	V						
d004.s007.t002	qué		X						
d004.s007.t003	se		X						
d004.s007.t004	utiliza	utilizar	V	bn:00082705v	bn:00082705v	bn:00082705v			bn:00082705v
d004.s007.t005	Cerenia	cerenia	N	bn:00923812n	bn:00923812n	bn:00923812n			bn:00923812n
d004.s007.t006	?		X						
d004.s008.t001	Cerenia	cerenia	N	bn:00923812n	bn:00923812n	bn:00923812n			bn:00923812n
d004.s008.t002	es	ser	V						
d004.s008.t003	un		X						
d004.s008.t004	antiemético	antiemético	N	bn:00004656n	bn:00004656n	bn:00004656n			bn:00004656n
d004.s008.t005	(		X						
d004.s008.t006	ataja	atajar	V	bn:00082954v					
d004.s008.t007	los		X		bn:00082787v				
d004.s008.t008	vómitos	vómito	N	bn:00008567n	bn:00083115v	bn:00083115v	The matter ejected in vomiting	Eject the contents of the stomach through the mouth	bn:00083115v
d004.s008.t009	)		X						
d004.s008.t010	.		X						
d004.s009.t001	Se		X						
d004.s009.t002	utiliza	utilizar	V	bn:00082705v	bn:00082705v	bn:00082705v			bn:00082705v
d004.s009.t003	en		X						
d004.s009.t004	perros	perro	N	bn:00015267n	bn:00015267n	bn:00015267n			bn:00015267n
d004.s009.t005	para		X						
d004.s009.t006	la		X						
d004.s009.t007	prevención	prevención	N	bn:00008467n	bn:00088454v				
d004.s009.t008	de		X						
d004.s009.t009	los		X						
d004.s009.t010	vómitos	vómito	N	bn:00008567n	bn:00083115v	bn:00083115v	The matter ejected in vomiting	Eject the contents of the stomach through the mouth	bn:00083115v
d004.s009.t011	,		X						
d004.s009.t012	por ejemplo	por~ejemplo	R	bn:00115147r					
d004.s009.t013	los		X		bn:00083115v				
d004.s009.t014	causados	causar	V	bn:00084069v	bn:00084069v	bn:00084069v			bn:00084069v
d004.s009.t015	por		X						
d004.s009.t016	la		X						
d004.s009.t017	quimioterapia	quimioterapia	N	bn:00018141n	bn:00018141n	bn:00018141n			bn:00018141n
d004.s009.t018	(		X						
d004.s009.t019	fármacos	fármaco	N	bn:00028872n	bn:00054128n	bn:00054128n	A substance that is used as a medicine or narcotic	(medicine) something that treats or prevents or alleviates the symptoms of disease	bn:00054128n
d004.s009.t020	utilizados	utilizar	V	bn:00082705v	bn:00082705v	bn:00082705v			bn:00082705v
d004.s009.t021	para		X						
d004.s009.t022	el		X						
d004.s009.t023	tratamiento	tratamiento	N	bn:01853831n	bn:01853831n	bn:01853831n			bn:01853831n
d004.s009.t024	del		X						
d004.s009.t025	cáncer	cáncer	N	bn:00015180n	bn:00015180n	bn:00015180n			bn:00015180n
d004.s009.t026	,		X						
d004.s009.t027	algunos		X						
d004.s009.t028	de		X						
d004.s009.t029	los		X						
d004.s009.t030	cuales		X						
d004.s009.t031	producen	producir	V	bn:00084069v	bn:00084069v	bn:00084069v			bn:00084069v
d004.s009.t032	vómitos	vómito	N	bn:00008567n	bn:00083115v	bn:00083115v	The matter ejected in vomiting	Eject the contents of the stomach through the mouth	bn:00083115v
d004.s009.t033	)		X						
d004.s009.t034	.		X						
d004.s010.t001	Combinado	combinar	V		bn:00020872n				
d004.s010.t002	con		X						
d004.s010.t003	otras		X						
d004.s010.t004	medidas	medida	N	bn:00054018n					
d004.s010.t005	complementarias	complementario	J	bn:00111488a	bn:00111492a				
d004.s010.t006	,		X						
d004.s010.t007	como		X						
d004.s010.t008	otros		X		bn:00108011a				
d004.s010.t009	tratamientos	tratamiento	N	bn:00047235n	bn:00047235n	bn:00047235n			bn:00047235n
d004.s010.t010	veterinarios	veterinario	N	bn:00079883n	bn:00113583a	bn:00113583a	A doctor who practices veterinary medicine	Of or relating to veterinarians or veterinary medicine	bn:00113583a
d004.s010.t011	o		X						
d004.s010.t012	una		X						
d004.s010.t013	dieta	dieta	N	bn:00027011n	bn:00027011n	bn:00027011n			bn:00027011n
d004.s010.t014	especial	especial	J	bn:00102398a	bn:00108295a	bn:00108295a	Surpassing what is common or usual or expected	Unique or specific to a person or thing or category	bn:00108295a
d004.s010.t015	,		X						
d004.s010.t016	Cerenia	cerenia	N	bn:00923812n	bn:00923812n	bn:00923812n			bn:00923812n
d004.s010.t017	se		X						
d004.s010.t018	utiliza	utilizar	V	bn:00082705v	bn:00082705v	bn:00082705v			bn:00082705v
d004.s010.t019	también	también	R	bn:00114246r	bn:00114246r	bn:00114246r			bn:00114246r
d004.s010.t020	como		X						
d004.s010.t021	tratamiento	tratamiento	N	bn:00047235n	bn:00047235n	bn:00047235n			bn:00047235n
d004.s010.t022	del		X						
d004.s010.t023	vómito	vómito	N	bn:00008567n	bn:00027565n	bn:00027565n	The matter ejected in vomiting	The reflex act of ejecting the contents of the stomach through the mouth	bn:00027565n
d004.s010.t024	(		X						
d004.s010.t025	como		X						
d004.s010.t026	inyección	inyección	N	bn:00046787n	bn:00046787n	bn:00046787n			bn:00046787n
d004.s010.t027	o		X						
d004.s010.t028	como		X						
d004.s010.t029	inyección	inyección	N	bn:00046787n	bn:00046787n	bn:00046787n			bn:00046787n
d004.s010.t030	seguida	seguir	V	bn:00085342v	bn:00088425v	bn:00088425v	Come after in time, as a result	To bring something about at a later time than	bn:00088425v
d004.s010.t031	de		X						
d004.s010.t032	comprimidos	comprimir	V		bn:00052222n				
d004.s010.t033	)		X						
d004.s010.t034	.		X						
d004.s011.t001	A		X						
d004.s011.t002	estos		X						
d004.s011.t003	efectos	efecto	N	bn:00021961n	bn:00002178n	bn:00002178n	A phenomenon that follows and is caused by some previous phenomenon	An anticipated outcome that is intended or that guides your planned actions	bn:00002178n
d004.s011.t004	,		X						
d004.s011.t005	Cerenia	cerenia	N	bn:00923812n	bn:00923812n	bn:00923812n			bn:00923812n
d004.s011.t006	se		X						
d004.s011.t007	puede	poder	V						
d004.s011.t008	administrar	administrar	V	bn:00082365v	bn:00088826v	bn:00088826v	Give or apply (medications)	Give (as medicine)	bn:00088826v
d004.s011.t009	durante		X						
d004.s011.t010	un		X						
d004.s011.t011	período	período	N	bn:00061605n					
d004.s011.t012	de		X						
d004.s011.t013	hasta		X						
d004.s011.t014	cinco		X						
d004.s011.t015	días	día	N	bn:00000086n	bn:00025419n	bn:00025419n	Time for Earth to make a complete rotation on its axis	The time after sunrise and before sunset while it is light outside	bn:00025419n
d004.s011.t016	.		X						
d004.s012.t001	¿Cómo	¿cómo	N						
d004.s012.t002	actúa	actuar	V	bn:00082286v					
d004.s012.t003	Cerenia	cerenia	N	bn:00923812n	bn:00923812n	bn:00923812n			bn:00923812n
d004.s012.t004	?		X						
d004.s013.t001	Cerenia	cerenia	N	bn:00923812n	bn:00923812n	bn:00923812n			bn:00923812n
d004.s013.t002	bloquea	bloquear	V	bn:00083629v	bn:00083622v	bn:00083622v	Obstruct	Hinder or prevent the progress or accomplishment of	bn:00083622v
d004.s013.t003	los		X						
d004.s013.t004	receptores	receptor	N	bn:00066514n	bn:00082285v				
d004.s013.t005	de		X						
d004.s013.t006	neurocinina	neurocinina	N		bn:02560276n				
d004.s013.t007	1		X						
d004.s013.t008	(		X						
d004.s013.t009	NK1	nk1	N						
d004.s013.t010	)		X						
d004.s013.t011	en		X						
d004.s013.t012	el		X						
d004.s013.t013	sistema	sistema	N	bn:00017184n	bn:00075762n	bn:00075762n	The portion of the vertebrate nervous system consisting of the brain and spinal cord	A group of physiologically or anatomically related organs or parts	bn:00075762n
d004.s013.t014	nervioso	nervioso	J	bn:00107232a	bn:00057341n	bn:00057341n	Of or relating to the nervous system	The sensory and control apparatus consisting of a network of nerve cells	bn:00057341n
d004.s013.t015	central	central	J	bn:00099258a	bn:00017184n	bn:00017184n	Serving as an essential component	The portion of the vertebrate nervous system consisting of the brain and spinal cord	bn:00017184n
d004.s013.t016	.		X						
d004.s014.t001	¿Qué	¿qué	V						
d004.s014.t002	tipo	tipo	N	bn:00035907n					
d004.s014.t003	de		X						
d004.s014.t004	estudios	estudio	N	bn:00030952n					
d004.s014.t005	se		X						
d004.s014.t006	han	haber	V						
d004.s014.t007	realizado	realizar	V	bn:00082225v					
d004.s014.t008	sobre		X						
d004.s014.t009	Cerenia	cerenia	N	bn:00923812n	bn:00923812n	bn:00923812n			bn:00923812n
d004.s014.t010	?		X						
d004.s015.t001	Se		X						
d004.s015.t002	han	haber	V						
d004.s015.t003	realizado	realizar	V	bn:00082225v	bn:00082225v	bn:00082225v			bn:00082225v
d004.s015.t004	una		X						
d004.s015.t005	gran	grande	J	bn:00008985n	bn:00009055n	bn:00009055n	(often followed by `of') a large number or amount or extent	A large indefinite number	bn:00009055n
d004.s015.t006	cantidad	cantidad	N	bn:00003602n	bn:00034394n	bn:00034394n	The relative magnitude of something with reference to a criterion	The property possessed by a sum or total or indefinite quantity of units or individuals	bn:00034394n
d004.s015.t007	de		X						
d004.s015.t008	estudios	estudio	N	bn:00067181n	bn:00074790n	bn:00074790n	A written document describing the findings of some individual or group	A detailed critical inspection	bn:00074790n
d004.s015.t009	con		X						
d004.s015.t010	Cerenia	cerenia	N	bn:00923812n	bn:00923812n	bn:00923812n			bn:00923812n
d004.s015.t011	en		X						
d004.s015.t012	perros	perro	N	bn:00015267n	bn:00015267n	bn:00015267n			bn:00015267n
d004.s015.t013	de		X						
d004.s015.t014	laboratorio	laboratorio	N	bn:00049551n	bn:00049551n	bn:00049551n			bn:00049551n
d004.s015.t015	y		X						
d004.s015.t016	en		X						
d004.s015.t017	perros	perro	N	bn:00015267n					
d004.s015.t018	pacientes	paciente	J		bn:00061017n	bn:00061017n			bn:00061017n
d004.s015.t019	de		X						
d004.s015.t020	clínicas	clínico	J						
d004.s015.t021	veterinarias	veterinario	N	bn:00079883n					
d004.s015.t022	de		X						
d004.s015.t023	varios		X		bn:00110469a				
d004.s015.t024	países	país	N	bn:00031903n	bn:00011771n	bn:00011771n	Any one of the countries occupying the European continent	(sports) the chief official (as in boxing or American football) who is expected to ensure fair play	bn:00011771n
d004.s015.t025	europeos	europeo	J	bn:00102440a	bn:00031903n	bn:00031903n	Of or relating to or characteristic of Europe or the people of Europe	Any one of the countries occupying the European continent	bn:00031903n
d004.s015.t026	y		X						
d004.s015.t027	de		X						
d004.s015.t028	EE.UU.	ee.uu.	N	bn:00003341n	bn:00003341n				
d004.s016.t001	¿Qué	¿qué	N						
d004.s016.t002	beneficios	beneficio	N	bn:00009905n	bn:00009905n	bn:00009905n			bn:00009905n
d004.s016.t003	ha	haber	V						
d004.s016.t004	demostrado	demostrar	V	bn:00086567v	bn:00083245v	bn:00083245v	Establish the validity of something, as by an example, explanation or experiment	Provide evidence for	bn:00083245v
d004.s016.t005	Cerenia	cerenia	N	bn:00923812n	bn:00923812n	bn:00923812n			bn:00923812n
d004.s016.t006	durante		X						
d004.s016.t007	dichos		X						
d004.s016.t008	estudios	estudio	N	bn:00067181n	bn:00074790n	bn:00074790n	A written document describing the findings of some individual or group	A detailed critical inspection	bn:00074790n
d004.s016.t009	?		X						
d004.s017.t001	Los		X						
d004.s017.t002	resultados	resultado	N	bn:00021961n	bn:00021961n	bn:00021961n			bn:00021961n
d004.s017.t003	de		X						
d004.s017.t004	los		X						
d004.s017.t005	estudios	estudio	N	bn:00067181n	bn:00074790n	bn:00074790n	A written document describing the findings of some individual or group	A detailed critical inspection	bn:00074790n
d004.s017.t006	demostraron	demostrar	V	bn:00086567v	bn:00083245v	bn:00083245v	Establish the validity of something, as by an example, explanation or experiment	Provide evidence for	bn:00083245v
d004.s017.t007	que		X						
d004.s017.t008	Cerenia	cerenia	N	bn:00923812n	bn:00923812n	bn:00923812n			bn:00923812n
d004.s017.t009	fue	ser	V						
d004.s017.t010	más	más	R	bn:00116284r	bn:00116284r	bn:00116284r			bn:00116284r
d004.s017.t011	eficaz	eficaz	J	bn:00102038a	bn:00102038a	bn:00102038a			bn:00102038a
d004.s017.t012	que		X						
d004.s017.t013	el		X						
d004.s017.t014	placebo	placebo	N	bn:00062717n	bn:00062717n	bn:00062717n			bn:00062717n
d004.s017.t015	:		X						
d004.s017.t016	se		X						
d004.s017.t017	observaron	observar	V	bn:00086708v	bn:00082812v	bn:00082812v	Discover or determine the existence, presence, or fact of	Be careful or certain to do something; make certain of something	bn:00082812v
d004.s017.t018	menos	menos	R		bn:00105886a	bn:00105886a			bn:00105886a
d004.s017.t019	vómitos	vómito	N	bn:00008567n	bn:00027565n	bn:00027565n	The matter ejected in vomiting	The reflex act of ejecting the contents of the stomach through the mouth	bn:00027565n
d004.s017.t020	en		X						
d004.s017.t021	los		X						
d004.s017.t022	perros	perro	N	bn:00015267n	bn:00015267n	bn:00015267n			bn:00015267n
d004.s017.t023	que		X						
d004.s017.t024	recibieron	recibir	V	bn:00089246v	bn:00087863v	bn:00087863v	Get something; come into possession of	Go through (mental or physical states or experiences)	bn:00087863v
d004.s017.t025	el		X						
d004.s017.t026	medicamento	medicamento	N	bn:00031708n	bn:00054128n	bn:00054128n	A drug that is available only with written instructions from a doctor or dentist to a pharmacist	(medicine) something that treats or prevents or alleviates the symptoms of disease	bn:00054128n
d004.s017.t027	que		X						
d004.s017.t028	en		X						
d004.s017.t029	los		X						
d004.s017.t030	perros	perro	N	bn:00015267n	bn:00015267n	bn:00015267n			bn:00015267n
d004.s017.t031	que		X						
d004.s017.t032	recibieron	recibir	V	bn:00089246v	bn:00087863v	bn:00087863v	Get something; come into possession of	Go through (mental or physical states or experiences)	bn:00087863v
d004.s017.t033	placebo	placebo	N	bn:00062717n	bn:00062717n	bn:00062717n			bn:00062717n
d004.s017.t034	,		X						
d004.s017.t035	bien		X						
d004.s017.t036	como		X						
d004.s017.t037	tratamiento	tratamiento	N	bn:00047235n	bn:00047235n	bn:00047235n			bn:00047235n
d004.s017.t038	,		X						
d004.s017.t039	bien		X						
d004.s017.t040	como		X						
d004.s017.t041	prevención	prevención	N	bn:00008467n	bn:00008467n	bn:00008467n			bn:00008467n
d004.s017.t042	del		X						
d004.s017.t043	vómito	vómito	N	bn:00008567n	bn:00027565n	bn:00027565n	The matter ejected in vomiting	The reflex act of ejecting the contents of the stomach through the mouth	bn:00027565n
d004.s017.t044	.		X						
d004.s018.t001	El		X						
d004.s018.t002	tratamiento	tratamiento	N	bn:00047235n	bn:00047235n	bn:00047235n			bn:00047235n
d004.s018.t003	de		X						
d004.s018.t004	un		X						
d004.s018.t005	perro	perro	N	bn:00015267n	bn:00015267n	bn:00015267n			bn:00015267n
d004.s018.t006	con		X						
d004.s018.t007	vómitos	vómito	N	bn:00008567n	bn:00027565n	bn:00027565n	The matter ejected in vomiting	The reflex act of ejecting the contents of the stomach through the mouth	bn:00027565n
d004.s018.t008	debe	deber	V						
d004.s018.t009	iniciarse	iniciarse	V		bn:00083347v	bn:00083347v			bn:00083347v
d004.s018.t010	en		X						
d004.s018.t011	forma	forma	N	bn:00016529n					
d004.s018.t012	inyectable	inyectable	J						
d004.s018.t013	puesto que		X						
d004.s018.t014	los		X						
d004.s018.t015	animales	animal	N	bn:00004222n	bn:00004222n	bn:00004222n			bn:00004222n
d004.s018.t016	con		X						
d004.s018.t017	vómitos	vómito	N	bn:00008567n					
d004.s018.t018	podrían	poder	V						
d004.s018.t019	no	no	N		bn:00116360r	bn:00116360r			bn:00116360r
d004.s018.t020	retener	retener	V	bn:00089399v					
d004.s018.t021	el		X						
d004.s018.t022	comprimido	comprimir	V		bn:00052222n				
d004.s018.t023	(		X						
d004.s018.t024	podrían	poder	V						
d004.s018.t025	vomitar	vomitar	V	bn:00083115v					
d004.s018.t026	el		X						
d004.s018.t027	comprimido	comprimir	V		bn:00052222n				
d004.s018.t028	intacto	intacto	J	bn:00102278a	bn:00102278a	bn:00102278a			bn:00102278a
d004.s018.t029	)		X						
d004.s018.t030	.		X						
d004.s019.t001	Para		X						
d004.s019.t002	la		X						
d004.s019.t003	continuación	continuación	N	bn:00022190n	bn:00035627n	bn:00035627n	The act of continuing an activity without interruption	An activity that continues something that has already begun or that repeats something that has already been done	bn:00035627n
d004.s019.t004	del		X						
d004.s019.t005	tratamiento	tratamiento	N	bn:00047235n	bn:00047235n	bn:00047235n			bn:00047235n
d004.s019.t006	,		X						
d004.s019.t007	el		X						
d004.s019.t008	propietario	propietario	N	bn:00059954n	bn:00059954n	bn:00059954n			bn:00059954n
d004.s019.t009	puede	poder	V						
d004.s019.t010	administrar	administrar	V	bn:00082365v	bn:00082365v	bn:00082365v			bn:00082365v
d004.s019.t011	el		X						
d004.s019.t012	medicamento	medicamento	N	bn:00031708n	bn:00052222n				
d004.s019.t013	al		X						
d004.s019.t014	animal	animal	N	bn:00004222n					
d004.s019.t015	en		X						
d004.s019.t016	forma	forma	N	bn:00016529n					
d004.s019.t017	de		X						
d004.s019.t018	comprimidos	comprimir	V						
d004.s019.t019	.		X						
d004.s020.t001	El		X						
d004.s020.t002	tratamiento	tratamiento	N	bn:00047235n	bn:00047235n	bn:00047235n			bn:00047235n
d004.s020.t003	del		X						
