Token ID FAR,Farsi Token,Farsi Lemma,POS FAR,ENG Tokens,ENG Token ID,BN Synset,Add Annotation,Correct?,Synonyms?,BN Gloss,Annotator notes,Farsi Synsets,Farsi Glosses,Eng WN Synsets,Eng WN Glosses,Eng BN Synsets,Eng BN Glosses
f001.s036.t007,دریافت,دریافت,NOUN,received,d001.s036.t006,bn:00087863v,,1,,Go through (mental or physical states or experiences),,,,,,,
f001.s036.t008,نکرده_بودند,کرد#کن,VERB,not had,"d001.s036.t005, d001.s036.t004",bn:00116360r,,1,,Negation of a word or group of words,,,,,,,
f001.s036.t009,،,،,PUNCT,",",d001.s036.t011,,,,,,,,,,,,
f001.s036.t010,میانگین,میانگین,"NOUN,EZ",average,d001.s036.t013,bn:00097854a,,1,,Approximating the statistical norm or average or expected value,,,,,,,
f001.s036.t011,زمان,زمان,"NOUN,EZ",time,d001.s036.t015,bn:00077268n,,1,,An indefinite period (usually marked by specific attributes or activities),,,,,,,
f001.s036.t012,بقا,بقا,NOUN,survival,d001.s036.t014,bn:00030811n,,1,,A state of surviving; remaining alive,,,,,,,
f001.s036.t013,در,در,ADP,in,d001.s036.t019,,,,,,,,,,,,
f001.s036.t014,هر,هر,DET,,,,,,,,,,,,,,
f001.s036.t015,دو,دو,NUM,both,d001.s036.t020,,,,,,,,,,,,
f001.s036.t016,گروه,گروه,"NOUN,EZ",groups,d001.s036.t021,bn:00041942n,,1,,Any number of entities (members) considered as a unit,,,,,,,
f001.s036.t017,10,10,NUM,10.3,d001.s036.t017,,,,,,,,,,,,
f001.s036.t018,٫,٫,NOUN,",",d001.s036.t011,,1,0,,,,,,,,,
f001.s036.t019,3,3,NUM,10.3,d001.s036.t017,,,,,,,,,,,,
f001.s036.t020,ماه,ماه,NOUN,months,d001.s036.t018,bn:00055794n,,1,,A time unit of approximately 30 days,,,,,,,
f001.s036.t021,بود,بود#است,VERB,was,d001.s036.t016,,1,1,,,,bn:00083186v;bn:00083189v;bn:09111838n;bn:00606523n,"Be identical or equivalent to	;Represent, as of a character on stage	;n/a	;The was sceptre is a symbol that appeared often in relics, art, and hieroglyphics associated with the ancient Egyptian religion.",,,,
f001.s036.t022,.,.,PUNCT,.,d001.s036.t022,,,,,,,,,,,,
f001.s037.t001,با,با,ADP,,,,,,,,,,,,,,
f001.s037.t002,این,این,DET,,,,,,,,,,,,,,
f001.s037.t003,حال,حال,NOUN,However,d001.s037.t001,bn:00114627r,,1,,(contrastive) from another point of view,,,,wn:00027384r; wn:00028797r; wn:00028578r; wn:00028424r,despite anything to the contrary (usually following a concession); by contrast; on the other hand; to whatever degree or extent; in whatever way or manner,,
f001.s037.t004,،,،,PUNCT,",",d001.s037.t002,,,,,,,,,,,,
f001.s037.t005,در,در,ADP,in,d001.s037.t003,,,,,,,,,,,,
f001.s037.t006,هر,هر,DET,both,d001.s037.t004,,,,,,,,,,,,
f001.s037.t007,دو,دو,NUM,,,,,,,,,,,,,,
f001.s037.t008,مطالعه,مطالعه,NOUN,studies,d001.s037.t005,bn:00074790n,,1,,A detailed critical inspection,,,,,,,
f001.s037.t009,،,،,PUNCT,",",d001.s037.t006,,,,,,,,,,,,
f001.s037.t010,بیمارانی,بیمارانی,NOUN,patients,d001.s037.t007,bn:00061017n,,1,,A person who requires medical care,,,,,,,
f001.s037.t011,که,که,SCONJ,whose,d001.s037.t008,,,,,,,,,,,,
f001.s037.t012,سرطان,سرطان,"NOUN,EZ",cancer,d001.s037.t009,bn:00015180n,,1,,Any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream,,,,,,,
f001.s037.t013,آنها,آنها,PRON,they,d001.s037.t020,,,,,,,,,,,,
f001.s037.t014,سلول‌های,سلول,"NOUN,EZ",cells,d001.s037.t014,bn:00017027n,,1,,(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals,,,,,,,
f001.s037.t015,سنگفرشی,سنگفرش,ADJ,squamous,d001.s037.t013,,1,1,,,,bn:00101826a;bn:00034986n;bn:00020210n;bn:00061084n,Weak from exhaustion	;Flagstones collectively	;Rectangular paving stone with curved top; once used to make roads	;Walk consisting of a paved area for pedestrians; usually beside a street or roadway,,,,
f001.s037.t016,را,را,ADP,,,,,,,,,,,,,,
f001.s037.t017,تحت,تحت,"ADP,EZ",,,,,,,,,,,,,,
f001.s037.t018,تأثیر,تأثیر,"NOUN,EZ",affecting,d001.s037.t012,bn:00082427v,,1,,Act physically on; have an effect upon,,,,,,,
f001.s037.t019,قرار,قرار,NOUN,,,,1,1,,,,bn:00041948n;bn:09102595n,A formally arranged gathering	;n/a,,,,
f001.s037.t020,نداده_بود,داد#ده,VERB,was not,"d001.s037.t010, d001.s037.t011",bn:00116360r,,1,,Negation of a word or group of words,,,,,,,
f001.s037.t021,،,،,PUNCT,",",d001.s037.t002,,,,,,,,,,,,
f001.s037.t022,در,در,ADP,,,,,,,,,,,,,,
f001.s037.t023,صورت,صورت,"NOUN,EZ",if,d001.s037.t019,,1,1,,,,bn:00058304n;bn:00025766n;bn:14565992n;bn:03293249n;bn:01612191n;bn:00046300n;bn:00068132n;bn:00085595v;bn:03097690n;bn:00023153n;bn:00032600n;bn:00032633n;bn:01845290n;bn:03203445n;bn:00000746n,"The dividend of a fraction	;An award for winning a championship or commemorating some other event	;Surat is a village in Sajjadrud Rural District, Bandpey-ye Sharqi District, Babol County, Mazandaran Province, Iran.	;Face is a British crime drama directed by Antonia Bird and written by Ronan Bennett.	;Face is a 2009 Taiwanese-French film written and directed by Tsai Ming-liang.	;The property possessed by a line or surface that departs from the vertical	;A list of names	;Oppose, as in hostility or a competition	;Face is a 2004 Korean horror film directed by Yoo Sang-gon.	;The human face (`kisser' and `smiler' and `mug' are informal terms for `face' and `phiz' is British)	;The front of the human head from the forehead to the chin and ear to ear	;Care for the face that usually involves cleansing and massage and the application of cosmetic creams	;Face is a 2000 Japanese film directed by Junji Sakamoto.	;A facial is a sexual activity in which a man ejaculates semen onto the face of one or more sexual partners.	;An itemized statement of money owed for goods shipped or services rendered",,,,
f001.s037.t024,دریافت,دریافت,"NOUN,EZ",received,d001.s037.t021,,1,1,,,,bn:00088208v;bn:00066489n;bn:00061505n;bn:00021432n;bn:00021433n;bn:00026631n;bn:00089891v;bn:00089246v;bn:00066490n;bn:00046275n;bn:02578196n,"Receive a specified treatment (abstract)	;The act of receiving	;Becoming aware of something via the senses	;An ability to understand the meaning or importance of something (or the knowledge acquired as a result)	;The relation of comprising something	;The perception that something has occurred or some state exists	;Express willingness to have in one's home or environs	;Get something; come into possession of	;An acknowledgment (usually tangible) that payment has been made	;An event that is a beginning; a first part or stage of subsequent events	;A get or gett is a divorce document in Jewish religious law, which must be presented by a husband to his wife to effectuate their divorce.",,,,
f001.s037.t025,Alimta,Alimta,NOUN,Alimta,d001.s037.t022,bn:00602447n,,1,,Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.,,,,,,,
f001.s037.t026,،,،,PUNCT,",",d001.s037.t006,,,,,,,,,,,,
f001.s037.t027,زمان,زمان,"NOUN,EZ",times,d001.s037.t018,bn:00077268n,,1,,An indefinite period (usually marked by specific attributes or activities),,,,,,,
f001.s037.t028,بقای,بقا,"NOUN,EZ",survival,d001.s037.t017,bn:00030811n,,1,,A state of surviving; remaining alive,,,,,,,
f001.s037.t029,طولانی‌تری,طولانی‌تری,ADJ,longer,d001.s037.t016,bn:00106124a,,1,,Primarily temporal sense; being or indicating a relatively great or greater than average duration or passage of time or a duration as specified,,,,,,,
f001.s037.t030,نسبت,نسبت,NOUN,than,d001.s037.t023,,1,1,,,,bn:00066192n;bn:00066247n;bn:14562681n;bn:00064765n;bn:00025321n;bn:00022523n;bn:00064767n;bn:00035939n;bn:00006387n,"A relationship of mutual understanding or trust and agreement between people	;The relative magnitudes of two quantities (usually expressed as a quotient)	;Proportion is a central principle of architectural theory and an important connection between mathematics and art. It is the visual effect of the relationships of the various objects and spaces that make up a structure to one another and to the whole.	;The quotient obtained when the magnitude of a part is divided by the magnitude of the whole	;The organization of information according to preset specifications (usually for computer processing)	;An equating verb (such as `be' or `become') that links the subject with the complement of a sentence	;The relation between things (or parts of things) with respect to their comparative quantity, magnitude, or degree	;The general appearance of a publication	;The ratio of the width to the height of a tv picture",,,,
f001.s037.t031,به,به,ADP,,,,,,,,,,,,,,
f001.s037.t032,دریافت,دریافت,"NOUN,EZ",received,d001.s037.t026,,1,1,,,,bn:00088208v;bn:00066489n;bn:00061505n;bn:00021432n;bn:00021433n;bn:00026631n;bn:00089891v;bn:00089246v;bn:00066490n;bn:00046275n;bn:02578196n,"Receive a specified treatment (abstract)	;The act of receiving	;Becoming aware of something via the senses	;An ability to understand the meaning or importance of something (or the knowledge acquired as a result)	;The relation of comprising something	;The perception that something has occurred or some state exists	;Express willingness to have in one's home or environs	;Get something; come into possession of	;An acknowledgment (usually tangible) that payment has been made	;An event that is a beginning; a first part or stage of subsequent events	;A get or gett is a divorce document in Jewish religious law, which must be presented by a husband to his wife to effectuate their divorce.",,,,
f001.s037.t033,داروی,دارو,"NOUN,EZ",the,d001.s037.t027,,1,0,,,"""medicine."" This alignment means nothing, there is no connection at all. ",bn:00061887n;bn:00028872n;bn:00233229n;bn:01097648n;bn:00054131n;bn:00066729n;bn:00024461n;bn:00031708n;bn:00054134n;bn:00054128n,Drug or medicine that is prepared or dispensed in pharmacies and used in medical treatment	;A substance that is used as a medicine or narcotic	;Premedication is using medication before some other therapy to prepare for that forthcoming therapy.	;Daru is the capital of the Western Province of Papua New Guinea and a former Catholic bishopric.	;The act of treating with medicines or remedies	;Act of correcting an error or a fault or an evil	;A medicine or therapy that cures disease or relieve pain	;A drug that is available only with written instructions from a doctor or dentist to a pharmacist	;Punishment for one's actions	;(medicine) something that treats or prevents or alleviates the symptoms of disease,,,,
f001.s037.t034,مقایسه‌کننده,مقایسه‌کننده,ADJ,comparator,d001.s037.t028,,1,1,,,,bn:03140715n,"In electronics, a comparator is a device that compares two voltages or currents and outputs a digital signal indicating which is larger.",,,,
f001.s037.t035,داشتند,داشت#دار,VERB,had,d001.s037.t015,bn:00088078v,,1,,Have as a feature,,,,,,,
f001.s037.t036,.,.,PUNCT,.,d001.s037.t029,,,,,,,,,,,,
f001.s038.t001,در,در,ADP,In,d001.s038.t001,,,,,,,,,,,,
f001.s038.t002,مقابل,مقابل,NOUN,contrast,d001.s038.t002,bn:00022261n,,1,,"The opposition or dissimilarity of things that are compared, ""by contrast""",,,,,,,
f001.s038.t003,،,،,PUNCT,",",d001.s038.t003,,,,,,,,,,,,
f001.s038.t004,بیمارانی,بیمارانی,NOUN,patients,d001.s038.t004,bn:00061017n,,1,,A person who requires medical care,,,,,,,
f001.s038.t005,که,که,SCONJ,whose,d001.s038.t005,,,,,,,,,,,,
f001.s038.t006,سرطان,سرطان,"NOUN,EZ",cancer,d001.s038.t006,bn:00015180n,,1,,Any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream,,,,,,,
f001.s038.t007,آنها,آنها,PRON,they,d001.s038.t016,,,,,,,,,,,,
f001.s038.t008,سلول‌های,سلول,"NOUN,EZ",cells,d001.s038.t010,bn:00017027n,,1,,(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals,,,,,,,
f001.s038.t009,سنگفرشی,سنگفرش,ADJ,squamous,d001.s038.t009,,1,1,,,,bn:00101826a;bn:00034986n;bn:00020210n;bn:00061084n,Weak from exhaustion	;Flagstones collectively	;Rectangular paving stone with curved top; once used to make roads	;Walk consisting of a paved area for pedestrians; usually beside a street or roadway,,,,
f001.s038.t010,را,را,ADP,,,,,,,,,,,,,,
f001.s038.t011,تحت,تحت,"ADP,EZ",,,,,,,,,,,,,,
f001.s038.t012,تأثیر,تأثیر,NOUN,affecting,d001.s038.t008,bn:00082427v,,1,,Act physically on; have an effect upon,,,,,,,
f001.s038.t013,قرار,قرار,NOUN,,,,1,1,,,,bn:00041948n;bn:09102595n,A formally arranged gathering	;n/a,,,,
f001.s038.t014,داده_بود,داد#ده,VERB,was affecting,"d001.s038.t007, d001.s038.t008",bn:00082427v,,1,,Act physically on; have an effect upon,,,,,,,
f001.s038.t015,،,،,PUNCT,,,,,,,,,,,,,,
f001.s038.t016,در,در,ADP,,,,,,,,,,,,,,
f001.s038.t017,صورت,صورت,"NOUN,EZ",if,d001.s038.t015,,1,1,,,,bn:00058304n;bn:00025766n;bn:14565992n;bn:03293249n;bn:01612191n;bn:00046300n;bn:00068132n;bn:00085595v;bn:03097690n;bn:00023153n;bn:00032600n;bn:00032633n;bn:01845290n;bn:03203445n;bn:00000746n,"The dividend of a fraction	;An award for winning a championship or commemorating some other event	;Surat is a village in Sajjadrud Rural District, Bandpey-ye Sharqi District, Babol County, Mazandaran Province, Iran.	;Face is a British crime drama directed by Antonia Bird and written by Ronan Bennett.	;Face is a 2009 Taiwanese-French film written and directed by Tsai Ming-liang.	;The property possessed by a line or surface that departs from the vertical	;A list of names	;Oppose, as in hostility or a competition	;Face is a 2004 Korean horror film directed by Yoo Sang-gon.	;The human face (`kisser' and `smiler' and `mug' are informal terms for `face' and `phiz' is British)	;The front of the human head from the forehead to the chin and ear to ear	;Care for the face that usually involves cleansing and massage and the application of cosmetic creams	;Face is a 2000 Japanese film directed by Junji Sakamoto.	;A facial is a sexual activity in which a man ejaculates semen onto the face of one or more sexual partners.	;An itemized statement of money owed for goods shipped or services rendered",,,,
f001.s038.t018,دریافت,دریافت,"NOUN,EZ",received,d001.s038.t017,,1,1,,,,bn:00088208v;bn:00066489n;bn:00061505n;bn:00021432n;bn:00021433n;bn:00026631n;bn:00089891v;bn:00089246v;bn:00066490n;bn:00046275n;bn:02578196n,"Receive a specified treatment (abstract)	;The act of receiving	;Becoming aware of something via the senses	;An ability to understand the meaning or importance of something (or the knowledge acquired as a result)	;The relation of comprising something	;The perception that something has occurred or some state exists	;Express willingness to have in one's home or environs	;Get something; come into possession of	;An acknowledgment (usually tangible) that payment has been made	;An event that is a beginning; a first part or stage of subsequent events	;A get or gett is a divorce document in Jewish religious law, which must be presented by a husband to his wife to effectuate their divorce.",,,,
f001.s038.t019,Alimta,Alimta,NOUN,Alimta,d001.s038.t018,bn:00602447n,,1,,Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.,,,,,,,
f001.s038.t020,،,،,PUNCT,",",d001.s038.t003,,,,,,,,,,,,
f001.s038.t021,زمان,زمان,"NOUN,EZ",times,d001.s038.t014,bn:00077268n,,1,,An indefinite period (usually marked by specific attributes or activities),,,,,,,
f001.s038.t022,بقای,بقا,"NOUN,EZ",survival,d001.s038.t013,bn:00030811n,,1,,A state of surviving; remaining alive,,,,,,,
f001.s038.t023,کوتاه‌تری,کوتاه‌تری,ADJ,shorter,d001.s038.t012,bn:00110561a,,2,1,Primarily temporal sense; indicating or being or seeming to be limited in duration,"Wrong Lemmatization, token is matched correctly.",,,wn:01442186a; wn:01436003a; wn:02386612a; wn:02336904s; wn:02006031a; wn:01444620a; wn:01444230a; wn:02337329s; wn:01896046s; wn:00709021s; wn:00640660s,primarily temporal sense; indicating or being or seeming to be limited in duration; (primarily spatial sense) having little length or lacking in length; low in stature; not tall; not sufficient to meet a need; (of memory) deficient in retentiveness or range; not holding securities or commodities that one sells in expectation of a fall in prices; of speech sounds or syllables of relatively short duration; less than the correct or legal or full amount often deliberately so; lacking foresight or scope; tending to crumble or break into flakes due to a large amount of shortening; marked by rude or peremptory shortness,,
f001.s038.t024,داشتند,داشت#دار,VERB,had,d001.s038.t011,bn:00088078v,,1,,Have as a feature,,,,,,,
f001.s038.t025,.,.,PUNCT,.,d001.s038.t019,,,1,,,,,,,,,
f002.s001.t001,کلجبرا,کلجبرا,NOUN,kalgebra,d002.s001.t001,bn:14324775n,,2,,,"gloss not found, found the correct bn english synset and corrected the translation",,,,,,
f002.s001.t002,یک,یک,NUM,a,d002.s001.t003,,,,,,,,,,,,
f002.s001.t003,ماشین‌حساب,ماشین‌حساب,"NOUN,EZ",calculator,d002.s001.t005,bn:00946167n,,2,1,,gloss not found,bn:00014687n;bn:03466887n,A small machine that is used for mathematical calculations ;Calculator is a software calculator included in all versions of Windows.,wn:09887034n; wn:02938886n,an expert at calculation (or at operating calculating machines); a small machine that is used for mathematical calculations,,
