Token ID	Token	Lemma	POS	Bengali Token	Bengali Lemma	POS BEN	BN Synset	Correct? 	Synonyms?	BN Gloss	Token ID BEN	Annotator notes	English Lemma - WN Glosses	English Lemma - WN Glosses	English Lemma - BN Synsets	English Lemma - BN Glosses
d001.s019.t007	,		X	যে-রোগীদের+অস্বাভাবিক	যে-রোগী+অস্বাভাবিক	CSB+NC+JJ	n/a			n/a	d001.s019.t001+d001.s019.t004					
d001.s019.t008	or		X	অথবা	অথবা	CSB	n/a			n/a	d001.s019.t015					
d001.s019.t009	the		X	যাদের	যাদের	PRL	n/a			n/a	d001.s019.t006					
d001.s019.t010	dose	dose	N	মাত্রা	মাত্রা	NC	bn:00028320n	0	0	A measured portion of medicine taken at any one time	d001.s019.t020	Similar idea conveyed but not fully correct	A measured portion of medicine taken at any one time; The quantity of an active agent (substance or radiation) taken in or absorbed at any one time; A communicable infection transmitted by sexual intercourse or genital contact; Street name for lysergic acid diethylamide	a measured portion of medicine taken at any one time; the quantity of an active agent (substance or radiation) taken in or absorbed at any one time; a communicable infection transmitted by sexual intercourse or genital contact; street name for lysergic acid diethylamide	bn:00028320n; bn:00028319n; bn:00024430n; bn:00000903n	A measured portion of medicine taken at any one time; The quantity of an active agent (substance or radiation) taken in or absorbed at any one time; A communicable infection transmitted by sexual intercourse or genital contact; Street name for lysergic acid diethylamide
d001.s019.t011	reduced	reduce	V	অস্বাভাবিক+হ্রাস	অস্বাভাবিক+হ্রাস	JJ+NC	bn:00084079v	1	1	Cut down on; make a reduction in	d001.s019.t004	POS mismatch, second word matches				
d001.s019.t012	,		X	,	,		n/a			n/a	d001.s019.t011					
d001.s019.t013	in		X	যে-রোগীদের	যে-রোগীদের	NC	n/a			n/a	d001.s019.t001					
d001.s019.t014	patients	patient	N	যে-রোগীদের	যে-রোগীদের	NC	bn:00061017n	1	1	A person who requires medical care	d001.s019.t001					
d001.s019.t015	whose		X	তাদের	তাদের	PPR	n/a			n/a	d001.s019.t012					
d001.s019.t016	blood	blood	N	রক্ত	রক্ত	JJ	bn:00011346n	1	1	The fluid (red in vertebrates) that is pumped through the body by the heart and contains plasma, blood cells, and platelets	d001.s019.t002					
d001.s019.t017	counts	count	N	গণনা	গণনা	NC	bn:00023139n	1	1	The total number counted	d001.s019.t003					
d001.s019.t018	are	be	V	রয়েছে	রয়েছে	VM	n/a			n/a	d001.s019.t010					
d001.s019.t019	abnormal	abnormal	J	অস্বাভাবিক	অস্বাভাবিক	JJ	bn:00096158a	1	1	Not normal; not typical or usual or regular or conforming to a norm	d001.s019.t004					
d001.s019.t020	or		X	অথবা	অথবা	CSB	n/a			n/a	d001.s019.t015					
d001.s019.t021	who		X	যাদের	যাদের	PRL	n/a			n/a	d001.s019.t006					
d001.s019.t022	have	have	V	বিলম্বিত	বিলম্বিত	JJ	bn:00088745v	0	0	Undergo (as of injuries and illnesses)	d001.s019.t014	The English word doesn't have any Bengali synonyms (in this sentence)	Have or possess, either in a concrete or an abstract sense; Have as a feature; Go through (mental or physical states or experiences); Have ownership or possession of; Cause to move; cause to be in a certain position or condition; Serve oneself to, or consume regularly; Have a personal or business relationship with someone; Organize or be responsible for; Have left; Be confronted with; Undergo; Suffer from; be ill with; Cause to do; cause to act in a specified manner; Receive willingly something given or offered; Get something; come into possession of; Undergo (as of injuries and illnesses); Achieve a point or goal; Cause to be born; Have sex with; archaic use	have or possess, either in a concrete or an abstract sense; have as a feature; go through (mental or physical states or experiences); have ownership or possession of; cause to move; cause to be in a certain position or condition; serve oneself to, or consume regularly; have a personal or business relationship with someone; organize or be responsible for; have left; be confronted with; undergo; suffer from; be ill with; cause to do; cause to act in a specified manner; receive willingly something given or offered; get something; come into possession of; undergo (as of injuries and illnesses); achieve a point or goal; cause to be born; have sex with; archaic use	bn:00089240v; bn:00088078v; bn:00087863v; bn:00089241v; bn:00088733v; bn:00085689v; bn:00089242v; bn:00088818v; bn:00089243v; bn:00089244v; bn:00087865v; bn:00089245v; bn:00084700v; bn:00082198v; bn:00089246v; bn:00088745v; bn:00088734v; bn:00083222v; bn:00089247v	Have or possess, either in a concrete or an abstract sense; Have as a feature; Go through (mental or physical states or experiences); Have ownership or possession of; Cause to move; cause to be in a certain position or condition; Serve oneself to, or consume regularly; Have a personal or business relationship with someone; Organize or be responsible for; Have left; Be confronted with; Undergo; Suffer from; be ill with; Cause to do; cause to act in a specified manner; Receive willingly something given or offered; Get something; come into possession of; Undergo (as of injuries and illnesses); Achieve a point or goal; Cause to be born; Have sex with; archaic use
d001.s019.t023	certain	certain	J	কোনো	কোনো	JQ	bn:00099474a	1	0	Definite but not specified or identified	d001.s019.t008	Same sense conveyed, but not direct synonyms				
d001.s019.t024	other	other	J	অন্য	অন্য	JJ	bn:00108011a	1	1	Not the same one or ones already mentioned or implied- the White Queen	d001.s019.t007					
d001.s019.t025	side	side	J	পার্শ্বপ্রতিক্রিয়া	পার্শ্বপ্রতিক্রিয়া	NC	n/a			n/a	d001.s019.t009					
d001.s019.t026	effects	effect	N	পার্শ্বপ্রতিক্রিয়া	পার্শ্বপ্রতিক্রিয়া	NC	bn:00029874n	1	1	A symptom caused by an illness or a drug	d001.s019.t009					
d001.s019.t027	.		X	পার্শ্বপ্রতিক্রিয়া+।	পার্শ্বপ্রতিক্রিয়া+।	NC+PU	n/a			n/a	d001.s019.t009+d001.s019.t024					
d001.s020.t001	Alimta	alimta	N	মাঝারি+আলিমতা	মাঝারি+আলিমতা	JJ+NC	bn:00602447n	1	1	Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	d001.s020.t001+d001.s020.t010	Second word matches				
d001.s020.t002	is	be	V	হয়	হয়	PU	n/a			n/a	d001.s020.t015					
d001.s020.t003	not	not	R	না	না	CX	bn:00116360r	1	1	Negation of a word or group of words	d001.s020.t016					
d001.s020.t004	recommended	recommend	V	সুপারিশ	সুপারিশ	NC	bn:00082418v	1	1	Push for something	d001.s020.t013					
d001.s020.t005	for		X	জন্য	জন্য	PP	n/a			n/a	d001.s020.t012					
d001.s020.t006	use	use	N	ব্যবহারের	ব্যবহার	NC	bn:00030627n	1	1	The act of using	d001.s020.t011					
d001.s020.t007	in		X	ক্ষেত্রে	ক্ষেত্র	NC	n/a			n/a	d001.s020.t009					
d001.s020.t008	patients	patient	N	রোগীদের	রোগী	NC	bn:00061017n	1	1	A person who requires medical care	d001.s020.t008					
d001.s020.t009	with		X	রয়েছে	রয়েছে	VM	n/a			n/a	d001.s020.t006					
d001.s020.t010	moderate	moderate	J	মাঝারি+গুরুতর	মাঝারি+গুরুতর	JJ+JJ	bn:00106826a	1	1	Being within reasonable or average limits; not excessive or extreme	d001.s020.t001+d001.s020.t003	First word matches				
d001.s020.t011	or		X	বা	বা	CCD	n/a			n/a	d001.s020.t002					
d001.s020.t012	severe	severe	J	গুরুতর	গুরুতর	JJ	bn:00110473a	1	1	Very bad in degree or extent	d001.s020.t003					
d001.s020.t013	kidney	kidney	N	কিডনি	কিডনি	PU	bn:00049083n	1	1	Either of two bean-shaped excretory organs that filter wastes (especially urea) from the blood and excrete them and water in urine	d001.s020.t004					
d001.s020.t014	problems	problem	N	সমস্যা	সমস্যা	NC	bn:00048242n	1	1	A state of difficulty that needs to be resolved	d001.s020.t005					
d001.s020.t015	.		X	ব্যবহারের+।	ব্যবহারের+।	NC+PU	n/a			n/a	d001.s020.t011+d001.s020.t017					
d001.s021.t001	For		X	জন্য	জন্য	PP	n/a			n/a	d001.s021.t003					
d001.s021.t002	more	more	J	আরও	আরও	JQ	bn:00106935a	1	1	(comparative of `much' used with mass nouns) a quantifier meaning greater in size or amount or extent or degree	d001.s021.t001					
d001.s021.t003	information	information	N	তথ্যের	তথ্য	NC	bn:00025314n	1	1	A collection of facts from which conclusions may be drawn	d001.s021.t002					
d001.s021.t004	,		X	,	,		n/a			n/a	d001.s021.t004					
d001.s021.t005	see	see	V	দেখুন	দেখুন	VM	bn:00087787v	1	1	Observe, check out, and look over carefully or inspect	d001.s021.t008					
d001.s021.t006	the		X	সারসংক্ষেপ	সারসংক্ষেপ	NC	n/a			n/a	d001.s021.t007					
d001.s021.t007	Summary	summary	N	প্রোডাক্ট+সারসংক্ষেপ	প্রোডাক্ট+সারসংক্ষেপ	NC+NC	bn:00075142n	1	1	A brief statement that presents the main points in a concise form	d001.s021.t005+d001.s021.t007	Second word matches				
d001.s021.t008	of		X	ক্যারেক্টারিস্টিকের	ক্যারেক্টারিস্টিকের	NC	n/a			n/a	d001.s021.t006					
d001.s021.t009	Product	product	N	প্রোডাক্ট	প্রোডাক্ট	NC	bn:00064584n	1	1	An artifact that has been created by someone or some process	d001.s021.t005 					
d001.s021.t010	Characteristics	characteristics	N	ক্যারেক্টারিস্টিকের	ক্যারেক্টারিস্টিকের	NC	n/a			n/a	d001.s021.t006					
d001.s021.t011	(		X	(	(	RDS	n/a			n/a	d001.s021.t009					
d001.s021.t012	also	also	R	অংশও	অংশ	NC	bn:00114246r	1	0	In addition	d001.s021.t011	Same sense conveyed, but not direct synonyms				
d001.s021.t013	part	part	N	অংশও	অংশ	NC	bn:00021395n	1	1	Something determined in relation to something that includes it	d001.s021.t011					
d001.s021.t014	of		X	ইপারের	ইপারের	NP	n/a			n/a	d001.s021.t010					
d001.s021.t015	the		X	ক্যারেক্টারিস্টিকের	ক্যারেক্টারিস্টিকের	NC	n/a			n/a	d001.s021.t006					
d001.s021.t016	EPAR	epar	N	ইপারের	ইপারের	NP	n/a			n/a	d001.s021.t010					
d001.s021.t017	)		X	)	)	RDS	n/a			n/a	d001.s021.t012					
d001.s021.t018	.		X	সারসংক্ষেপ+।	সারসংক্ষেপ+।	NC+PU	n/a			n/a	d001.s021.t007+d001.s021.t013					
d001.s022.t001	How		X	কিভাবে	কিভাবে	AMN	n/a			n/a	d001.s022.t002					
d001.s022.t002	does	do	V	করে	করে	VM	n/a			n/a	d001.s022.t004					
d001.s022.t003	Alimta	alimta	N	আলিমতা	আলিমতা	NC	bn:00602447n	1	1	Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	d001.s022.t001					
d001.s022.t004	work	work	N	কাজ	কাজ	NC	n/a			n/a	d001.s022.t003					
d001.s022.t005	?		X	?	?	PU	n/a			n/a	d001.s022.t005					
d001.s023.t001	The		X	এর	এর	PPR	n/a			n/a	d001.s023.t004					
d001.s023.t002	active	active	J	সক্রিয়	সক্রিয়	PU	bn:00096387a	1	1	Exerting influence or producing a change or effect	d001.s023.t005					
d001.s023.t003	substance	substance	N	পদার্থ	পদার্থ	NC	bn:00074986n	1	1	Material of a particular kind or constitution	d001.s023.t006					
d001.s023.t004	in		X	লিমটা	লিমটা	NC	n/a			n/a	d001.s023.t001					
d001.s023.t005	Alimta	alimta	N	লিমটা+পেমিটারেক্সড	লিমটা+পেমিটারেক্সড	NC+PU	bn:00602447n	1	1	Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	d001.s023.t001+d001.s023.t003	First word matches				
d001.s023.t006	,		X	,	,		n/a			n/a	d001.s023.t002					
d001.s023.t007	pemetrexed	pemetrexed	N	পেমিটারেক্সড	পেমিটারেক্সড	PU	bn:00602447n	1	1	Pemetrexed is a chemotherapy drug manufactured and marketed by Eli Lilly and Company.	d001.s023.t003					
d001.s023.t008	,		X	পেমিটারেক্সড+সক্রিয়	পেমিটারেক্সড+সক্রিয়	NP+PU	n/a			n/a	d001.s023.t003+d001.s023.t005					
d001.s023.t009	is	be	V	হল	হল	VM	n/a			n/a	d001.s023.t007					
d001.s023.t010	a		X	সক্রিয়	সক্রিয়	PU	n/a			n/a	d001.s023.t005					
d001.s023.t011	cytotoxic	cytotoxic	J	সাইটোক্সিক	সাইটোক্সিক	JJ	bn:00100866a	1	1	Of or relating to substances that are toxic to cells	d001.s023.t008					
d001.s023.t012	medicine	medicine	N	ঔষধ	ঔষধ	NC	bn:00054128n	1	1	(medicine) something that treats or prevents or alleviates the symptoms of disease	d001.s023.t009					
d001.s023.t013	(		X	(	(	RDS	n/a			n/a	d001.s023.t010					
